relationship_id,person_id_a,person_id_b,relationship_type,directed,strength,source,description
REL0049236,P00808,P09534,neighbor,false,0.36,shared_home_location,两人的住址都位于 2721 Victoria Park Avenue；他们可能住在同一住宅或同一公寓建筑内。
REL0049237,P00809,P06725,neighbor,false,0.59,shared_home_location,两人的住址都位于 OSM residential W704232378；他们可能住在同一住宅或同一公寓建筑内。
REL0049238,P00810,P03177,neighbor,false,0.50,shared_home_location,两人的住址都位于 OSM residential W660079694；他们可能住在同一住宅或同一公寓建筑内。
REL0049239,P00811,P03424,neighbor,false,0.47,shared_home_location,两人的住址都位于 OSM residential W706078547；他们可能住在同一住宅或同一公寓建筑内。
REL0049240,P00811,P03516,neighbor,false,0.41,shared_home_location,两人的住址都位于 OSM residential W706078547；他们可能住在同一住宅或同一公寓建筑内。
REL0049241,P00811,P04190,neighbor,false,0.36,shared_home_location,两人的住址都位于 OSM residential W706078547；他们可能住在同一住宅或同一公寓建筑内。
REL0049242,P00811,P05832,neighbor,false,0.46,shared_home_location,两人的住址都位于 OSM residential W706078547；他们可能住在同一住宅或同一公寓建筑内。
REL0049243,P00813,P01146,neighbor,false,0.29,shared_home_location,两人的住址都位于 399 Markham Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049244,P00813,P02093,neighbor,false,0.39,shared_home_location,两人的住址都位于 399 Markham Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049245,P00813,P02152,neighbor,false,0.36,shared_home_location,两人的住址都位于 399 Markham Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049246,P00817,P04171,neighbor,false,0.53,shared_home_location,两人的住址都位于 2180 Ellesmere Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049247,P00817,P04689,neighbor,false,0.50,shared_home_location,两人的住址都位于 2180 Ellesmere Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049248,P00817,P06116,neighbor,false,0.57,shared_home_location,两人的住址都位于 2180 Ellesmere Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049249,P00817,P07842,neighbor,false,0.28,shared_home_location,两人的住址都位于 2180 Ellesmere Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049250,P00818,P02894,neighbor,false,0.31,shared_home_location,两人的住址都位于 OSM residential W334729121；他们可能住在同一住宅或同一公寓建筑内。
REL0049251,P00818,P03599,neighbor,false,0.34,shared_home_location,两人的住址都位于 OSM residential W334729121；他们可能住在同一住宅或同一公寓建筑内。
REL0049252,P00818,P05238,neighbor,false,0.44,shared_home_location,两人的住址都位于 OSM residential W334729121；他们可能住在同一住宅或同一公寓建筑内。
REL0049253,P00818,P09600,neighbor,false,0.34,shared_home_location,两人的住址都位于 OSM residential W334729121；他们可能住在同一住宅或同一公寓建筑内。
REL0049254,P00819,P09988,neighbor,false,0.56,shared_home_location,两人的住址都位于 OSM residential W705121011；他们可能住在同一住宅或同一公寓建筑内。
REL0049255,P00821,P02629,neighbor,false,0.39,shared_home_location,两人的住址都位于 3151 Bridletowne Circle；他们可能住在同一住宅或同一公寓建筑内。
REL0049256,P00821,P04397,neighbor,false,0.56,shared_home_location,两人的住址都位于 3151 Bridletowne Circle；他们可能住在同一住宅或同一公寓建筑内。
REL0049257,P00821,P06567,neighbor,false,0.46,shared_home_location,两人的住址都位于 3151 Bridletowne Circle；他们可能住在同一住宅或同一公寓建筑内。
REL0049258,P00821,P06760,neighbor,false,0.33,shared_home_location,两人的住址都位于 3151 Bridletowne Circle；他们可能住在同一住宅或同一公寓建筑内。
REL0049259,P00824,P05348,neighbor,false,0.35,shared_home_location,两人的住址都位于 OSM residential W967290533；他们可能住在同一住宅或同一公寓建筑内。
REL0049260,P00824,P05559,neighbor,false,0.35,shared_home_location,两人的住址都位于 OSM residential W967290533；他们可能住在同一住宅或同一公寓建筑内。
REL0049261,P00824,P06115,neighbor,false,0.59,shared_home_location,两人的住址都位于 OSM residential W967290533；他们可能住在同一住宅或同一公寓建筑内。
REL0049262,P00824,P06980,neighbor,false,0.59,shared_home_location,两人的住址都位于 OSM residential W967290533；他们可能住在同一住宅或同一公寓建筑内。
REL0049263,P00825,P07031,neighbor,false,0.51,shared_home_location,两人的住址都位于 OSM residential W143657050；他们可能住在同一住宅或同一公寓建筑内。
REL0049264,P00825,P07608,neighbor,false,0.27,shared_home_location,两人的住址都位于 OSM residential W143657050；他们可能住在同一住宅或同一公寓建筑内。
REL0049265,P00825,P09873,neighbor,false,0.44,shared_home_location,两人的住址都位于 OSM residential W143657050；他们可能住在同一住宅或同一公寓建筑内。
REL0049266,P00826,P03108,neighbor,false,0.40,shared_home_location,两人的住址都位于 OSM residential W702142776；他们可能住在同一住宅或同一公寓建筑内。
REL0049267,P00826,P03427,neighbor,false,0.48,shared_home_location,两人的住址都位于 OSM residential W702142776；他们可能住在同一住宅或同一公寓建筑内。
REL0049268,P00826,P08988,neighbor,false,0.38,shared_home_location,两人的住址都位于 OSM residential W702142776；他们可能住在同一住宅或同一公寓建筑内。
REL0049269,P00827,P02713,neighbor,false,0.40,shared_home_location,两人的住址都位于 40 Gordonridge Place；他们可能住在同一住宅或同一公寓建筑内。
REL0049270,P00827,P05321,neighbor,false,0.56,shared_home_location,两人的住址都位于 40 Gordonridge Place；他们可能住在同一住宅或同一公寓建筑内。
REL0049271,P00827,P06686,neighbor,false,0.38,shared_home_location,两人的住址都位于 40 Gordonridge Place；他们可能住在同一住宅或同一公寓建筑内。
REL0049272,P00827,P07409,neighbor,false,0.55,shared_home_location,两人的住址都位于 40 Gordonridge Place；他们可能住在同一住宅或同一公寓建筑内。
REL0049273,P00828,P03854,neighbor,false,0.30,shared_home_location,两人的住址都位于 8 Rouge Valley Drive；他们可能住在同一住宅或同一公寓建筑内。
REL0049274,P00828,P04781,neighbor,false,0.57,shared_home_location,两人的住址都位于 8 Rouge Valley Drive；他们可能住在同一住宅或同一公寓建筑内。
REL0049275,P00828,P04890,neighbor,false,0.47,shared_home_location,两人的住址都位于 8 Rouge Valley Drive；他们可能住在同一住宅或同一公寓建筑内。
REL0049276,P00828,P08323,neighbor,false,0.54,shared_home_location,两人的住址都位于 8 Rouge Valley Drive；他们可能住在同一住宅或同一公寓建筑内。
REL0049277,P00829,P01537,neighbor,false,0.60,shared_home_location,两人的住址都位于 100 Sprucewood Court；他们可能住在同一住宅或同一公寓建筑内。
REL0049278,P00829,P05190,neighbor,false,0.57,shared_home_location,两人的住址都位于 100 Sprucewood Court；他们可能住在同一住宅或同一公寓建筑内。
REL0049279,P00829,P06889,neighbor,false,0.57,shared_home_location,两人的住址都位于 100 Sprucewood Court；他们可能住在同一住宅或同一公寓建筑内。
REL0049280,P00829,P08619,neighbor,false,0.41,shared_home_location,两人的住址都位于 100 Sprucewood Court；他们可能住在同一住宅或同一公寓建筑内。
REL0049281,P00830,P05548,neighbor,false,0.47,shared_home_location,两人的住址都位于 OSM residential W41405418；他们可能住在同一住宅或同一公寓建筑内。
REL0049282,P00830,P06470,neighbor,false,0.45,shared_home_location,两人的住址都位于 OSM residential W41405418；他们可能住在同一住宅或同一公寓建筑内。
REL0049283,P00830,P07130,neighbor,false,0.48,shared_home_location,两人的住址都位于 OSM residential W41405418；他们可能住在同一住宅或同一公寓建筑内。
REL0049284,P00830,P09958,neighbor,false,0.61,shared_home_location,两人的住址都位于 OSM residential W41405418；他们可能住在同一住宅或同一公寓建筑内。
REL0049285,P00831,P01122,neighbor,false,0.25,shared_home_location,两人的住址都位于 OSM residential W978051267；他们可能住在同一住宅或同一公寓建筑内。
REL0049286,P00831,P02927,neighbor,false,0.58,shared_home_location,两人的住址都位于 OSM residential W978051267；他们可能住在同一住宅或同一公寓建筑内。
REL0049287,P00831,P03268,neighbor,false,0.36,shared_home_location,两人的住址都位于 OSM residential W978051267；他们可能住在同一住宅或同一公寓建筑内。
REL0049288,P00831,P08635,neighbor,false,0.60,shared_home_location,两人的住址都位于 OSM residential W978051267；他们可能住在同一住宅或同一公寓建筑内。
REL0049289,P00833,P01272,neighbor,false,0.44,shared_home_location,两人的住址都位于 3 Glamorgan Avenue；他们可能住在同一住宅或同一公寓建筑内。
REL0049290,P00833,P03587,neighbor,false,0.51,shared_home_location,两人的住址都位于 3 Glamorgan Avenue；他们可能住在同一住宅或同一公寓建筑内。
REL0049291,P00833,P04381,neighbor,false,0.58,shared_home_location,两人的住址都位于 3 Glamorgan Avenue；他们可能住在同一住宅或同一公寓建筑内。
REL0049292,P00833,P07486,neighbor,false,0.48,shared_home_location,两人的住址都位于 3 Glamorgan Avenue；他们可能住在同一住宅或同一公寓建筑内。
REL0049293,P00835,P00885,neighbor,false,0.60,shared_home_location,两人的住址都位于 OSM residential W663311092；他们可能住在同一住宅或同一公寓建筑内。
REL0049294,P00836,P03615,neighbor,false,0.45,shared_home_location,两人的住址都位于 OSM residential W705737457；他们可能住在同一住宅或同一公寓建筑内。
REL0049295,P00836,P04223,neighbor,false,0.31,shared_home_location,两人的住址都位于 OSM residential W705737457；他们可能住在同一住宅或同一公寓建筑内。
REL0049296,P00836,P05140,neighbor,false,0.55,shared_home_location,两人的住址都位于 OSM residential W705737457；他们可能住在同一住宅或同一公寓建筑内。
REL0049297,P00838,P01984,neighbor,false,0.58,shared_home_location,两人的住址都位于 OSM residential W705529518；他们可能住在同一住宅或同一公寓建筑内。
REL0049298,P00838,P03080,neighbor,false,0.31,shared_home_location,两人的住址都位于 OSM residential W705529518；他们可能住在同一住宅或同一公寓建筑内。
REL0049299,P00838,P03122,neighbor,false,0.51,shared_home_location,两人的住址都位于 OSM residential W705529518；他们可能住在同一住宅或同一公寓建筑内。
REL0049300,P00838,P03798,neighbor,false,0.28,shared_home_location,两人的住址都位于 OSM residential W705529518；他们可能住在同一住宅或同一公寓建筑内。
REL0049301,P00839,P03055,neighbor,false,0.56,shared_home_location,两人的住址都位于 OSM residential W55547148；他们可能住在同一住宅或同一公寓建筑内。
REL0049302,P00839,P03711,neighbor,false,0.36,shared_home_location,两人的住址都位于 OSM residential W55547148；他们可能住在同一住宅或同一公寓建筑内。
REL0049303,P00839,P07430,neighbor,false,0.32,shared_home_location,两人的住址都位于 OSM residential W55547148；他们可能住在同一住宅或同一公寓建筑内。
REL0049304,P00839,P08856,neighbor,false,0.38,shared_home_location,两人的住址都位于 OSM residential W55547148；他们可能住在同一住宅或同一公寓建筑内。
REL0049305,P00840,P03056,neighbor,false,0.60,shared_home_location,两人的住址都位于 Eaton on the Park；他们可能住在同一住宅或同一公寓建筑内。
REL0049306,P00840,P04572,neighbor,false,0.59,shared_home_location,两人的住址都位于 Eaton on the Park；他们可能住在同一住宅或同一公寓建筑内。
REL0049307,P00840,P07427,neighbor,false,0.42,shared_home_location,两人的住址都位于 Eaton on the Park；他们可能住在同一住宅或同一公寓建筑内。
REL0049308,P00840,P09593,neighbor,false,0.56,shared_home_location,两人的住址都位于 Eaton on the Park；他们可能住在同一住宅或同一公寓建筑内。
REL0049309,P00844,P05667,neighbor,false,0.41,shared_home_location,两人的住址都位于 OSM residential W661821800；他们可能住在同一住宅或同一公寓建筑内。
REL0049310,P00844,P05706,neighbor,false,0.41,shared_home_location,两人的住址都位于 OSM residential W661821800；他们可能住在同一住宅或同一公寓建筑内。
REL0049311,P00844,P06160,neighbor,false,0.55,shared_home_location,两人的住址都位于 OSM residential W661821800；他们可能住在同一住宅或同一公寓建筑内。
REL0049312,P00844,P06790,neighbor,false,0.56,shared_home_location,两人的住址都位于 OSM residential W661821800；他们可能住在同一住宅或同一公寓建筑内。
REL0049313,P00846,P07005,neighbor,false,0.48,shared_home_location,两人的住址都位于 OSM residential W704229406；他们可能住在同一住宅或同一公寓建筑内。
REL0049314,P00846,P07385,neighbor,false,0.48,shared_home_location,两人的住址都位于 OSM residential W704229406；他们可能住在同一住宅或同一公寓建筑内。
REL0049315,P00846,P09307,neighbor,false,0.47,shared_home_location,两人的住址都位于 OSM residential W704229406；他们可能住在同一住宅或同一公寓建筑内。
REL0049316,P00848,P07173,neighbor,false,0.53,shared_home_location,两人的住址都位于 OSM residential W705519668；他们可能住在同一住宅或同一公寓建筑内。
REL0049317,P00848,P08860,neighbor,false,0.40,shared_home_location,两人的住址都位于 OSM residential W705519668；他们可能住在同一住宅或同一公寓建筑内。
REL0049318,P00848,P09930,neighbor,false,0.33,shared_home_location,两人的住址都位于 OSM residential W705519668；他们可能住在同一住宅或同一公寓建筑内。
REL0049319,P00849,P05226,neighbor,false,0.28,shared_home_location,两人的住址都位于 OSM residential W31451095；他们可能住在同一住宅或同一公寓建筑内。
REL0049320,P00849,P06977,neighbor,false,0.46,shared_home_location,两人的住址都位于 OSM residential W31451095；他们可能住在同一住宅或同一公寓建筑内。
REL0049321,P00849,P09968,neighbor,false,0.52,shared_home_location,两人的住址都位于 OSM residential W31451095；他们可能住在同一住宅或同一公寓建筑内。
REL0049322,P00850,P02715,neighbor,false,0.32,shared_home_location,两人的住址都位于 560 Birchmount Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049323,P00850,P07632,neighbor,false,0.58,shared_home_location,两人的住址都位于 560 Birchmount Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049324,P00850,P08756,neighbor,false,0.39,shared_home_location,两人的住址都位于 560 Birchmount Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049325,P00850,P08832,neighbor,false,0.42,shared_home_location,两人的住址都位于 560 Birchmount Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049326,P00853,P01304,neighbor,false,0.34,shared_home_location,两人的住址都位于 OSM residential W659831264；他们可能住在同一住宅或同一公寓建筑内。
REL0049327,P00853,P02200,neighbor,false,0.28,shared_home_location,两人的住址都位于 OSM residential W659831264；他们可能住在同一住宅或同一公寓建筑内。
REL0049328,P00853,P09468,neighbor,false,0.44,shared_home_location,两人的住址都位于 OSM residential W659831264；他们可能住在同一住宅或同一公寓建筑内。
REL0049329,P00854,P06037,neighbor,false,0.53,shared_home_location,两人的住址都位于 OSM residential W661206487；他们可能住在同一住宅或同一公寓建筑内。
REL0049330,P00854,P07510,neighbor,false,0.45,shared_home_location,两人的住址都位于 OSM residential W661206487；他们可能住在同一住宅或同一公寓建筑内。
REL0049331,P00856,P02886,neighbor,false,0.53,shared_home_location,两人的住址都位于 OSM residential W659830909；他们可能住在同一住宅或同一公寓建筑内。
REL0049332,P00856,P03251,neighbor,false,0.60,shared_home_location,两人的住址都位于 OSM residential W659830909；他们可能住在同一住宅或同一公寓建筑内。
REL0049333,P00856,P03797,neighbor,false,0.55,shared_home_location,两人的住址都位于 OSM residential W659830909；他们可能住在同一住宅或同一公寓建筑内。
REL0049334,P00856,P07878,neighbor,false,0.36,shared_home_location,两人的住址都位于 OSM residential W659830909；他们可能住在同一住宅或同一公寓建筑内。
REL0049335,P00859,P04005,neighbor,false,0.61,shared_home_location,两人的住址都位于 OSM residential W770873614；他们可能住在同一住宅或同一公寓建筑内。
REL0049336,P00859,P05245,neighbor,false,0.47,shared_home_location,两人的住址都位于 OSM residential W770873614；他们可能住在同一住宅或同一公寓建筑内。
REL0049337,P00859,P06265,neighbor,false,0.49,shared_home_location,两人的住址都位于 OSM residential W770873614；他们可能住在同一住宅或同一公寓建筑内。
REL0049338,P00861,P05373,neighbor,false,0.43,shared_home_location,两人的住址都位于 OSM residential W705507606；他们可能住在同一住宅或同一公寓建筑内。
REL0049339,P00862,P05725,neighbor,false,0.49,shared_home_location,两人的住址都位于 OSM residential W1082708163；他们可能住在同一住宅或同一公寓建筑内。
REL0049340,P00862,P08184,neighbor,false,0.25,shared_home_location,两人的住址都位于 OSM residential W1082708163；他们可能住在同一住宅或同一公寓建筑内。
REL0049341,P00862,P08899,neighbor,false,0.42,shared_home_location,两人的住址都位于 OSM residential W1082708163；他们可能住在同一住宅或同一公寓建筑内。
REL0049342,P00863,P01156,neighbor,false,0.40,shared_home_location,两人的住址都位于 28 Uptown Drive；他们可能住在同一住宅或同一公寓建筑内。
REL0049343,P00863,P03945,neighbor,false,0.46,shared_home_location,两人的住址都位于 28 Uptown Drive；他们可能住在同一住宅或同一公寓建筑内。
REL0049344,P00863,P05006,neighbor,false,0.30,shared_home_location,两人的住址都位于 28 Uptown Drive；他们可能住在同一住宅或同一公寓建筑内。
REL0049345,P00863,P06849,neighbor,false,0.31,shared_home_location,两人的住址都位于 28 Uptown Drive；他们可能住在同一住宅或同一公寓建筑内。
REL0049346,P00864,P01184,neighbor,false,0.46,shared_home_location,两人的住址都位于 OSM residential W705170960；他们可能住在同一住宅或同一公寓建筑内。
REL0049347,P00864,P04930,neighbor,false,0.38,shared_home_location,两人的住址都位于 OSM residential W705170960；他们可能住在同一住宅或同一公寓建筑内。
REL0049348,P00864,P06927,neighbor,false,0.60,shared_home_location,两人的住址都位于 OSM residential W705170960；他们可能住在同一住宅或同一公寓建筑内。
REL0049349,P00865,P01937,neighbor,false,0.27,shared_home_location,两人的住址都位于 Pavilia Tower A；他们可能住在同一住宅或同一公寓建筑内。
REL0049350,P00865,P02539,neighbor,false,0.28,shared_home_location,两人的住址都位于 Pavilia Tower A；他们可能住在同一住宅或同一公寓建筑内。
REL0049351,P00865,P02685,neighbor,false,0.50,shared_home_location,两人的住址都位于 Pavilia Tower A；他们可能住在同一住宅或同一公寓建筑内。
REL0049352,P00865,P05001,neighbor,false,0.45,shared_home_location,两人的住址都位于 Pavilia Tower A；他们可能住在同一住宅或同一公寓建筑内。
REL0049353,P00866,P01001,neighbor,false,0.56,shared_home_location,两人的住址都位于 OSM residential W770873612；他们可能住在同一住宅或同一公寓建筑内。
REL0049354,P00866,P02941,neighbor,false,0.45,shared_home_location,两人的住址都位于 OSM residential W770873612；他们可能住在同一住宅或同一公寓建筑内。
REL0049355,P00866,P06621,neighbor,false,0.29,shared_home_location,两人的住址都位于 OSM residential W770873612；他们可能住在同一住宅或同一公寓建筑内。
REL0049356,P00867,P01323,neighbor,false,0.43,shared_home_location,两人的住址都位于 OSM residential W43934772；他们可能住在同一住宅或同一公寓建筑内。
REL0049357,P00867,P02282,neighbor,false,0.49,shared_home_location,两人的住址都位于 OSM residential W43934772；他们可能住在同一住宅或同一公寓建筑内。
REL0049358,P00867,P03863,neighbor,false,0.56,shared_home_location,两人的住址都位于 OSM residential W43934772；他们可能住在同一住宅或同一公寓建筑内。
REL0049359,P00867,P08217,neighbor,false,0.56,shared_home_location,两人的住址都位于 OSM residential W43934772；他们可能住在同一住宅或同一公寓建筑内。
REL0049360,P00870,P01809,neighbor,false,0.41,shared_home_location,两人的住址都位于 568 Birchmount Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049361,P00870,P04709,neighbor,false,0.29,shared_home_location,两人的住址都位于 568 Birchmount Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049362,P00870,P05915,neighbor,false,0.52,shared_home_location,两人的住址都位于 568 Birchmount Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049363,P00870,P05933,neighbor,false,0.48,shared_home_location,两人的住址都位于 568 Birchmount Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049364,P00871,P04218,neighbor,false,0.26,shared_home_location,两人的住址都位于 Las Brisas Apartments；他们可能住在同一住宅或同一公寓建筑内。
REL0049365,P00871,P07987,neighbor,false,0.26,shared_home_location,两人的住址都位于 Las Brisas Apartments；他们可能住在同一住宅或同一公寓建筑内。
REL0049366,P00871,P07996,neighbor,false,0.31,shared_home_location,两人的住址都位于 Las Brisas Apartments；他们可能住在同一住宅或同一公寓建筑内。
REL0049367,P00871,P08815,neighbor,false,0.36,shared_home_location,两人的住址都位于 Las Brisas Apartments；他们可能住在同一住宅或同一公寓建筑内。
REL0049368,P00879,P00933,neighbor,false,0.48,shared_home_location,两人的住址都位于 2250 Kennedy Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049369,P00879,P01875,neighbor,false,0.53,shared_home_location,两人的住址都位于 2250 Kennedy Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049370,P00879,P05646,neighbor,false,0.60,shared_home_location,两人的住址都位于 2250 Kennedy Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049371,P00880,P01716,neighbor,false,0.56,shared_home_location,两人的住址都位于 OSM residential W706078543；他们可能住在同一住宅或同一公寓建筑内。
REL0049372,P00880,P03804,neighbor,false,0.55,shared_home_location,两人的住址都位于 OSM residential W706078543；他们可能住在同一住宅或同一公寓建筑内。
REL0049373,P00880,P05278,neighbor,false,0.49,shared_home_location,两人的住址都位于 OSM residential W706078543；他们可能住在同一住宅或同一公寓建筑内。
REL0049374,P00880,P05324,neighbor,false,0.34,shared_home_location,两人的住址都位于 OSM residential W706078543；他们可能住在同一住宅或同一公寓建筑内。
REL0049375,P00881,P03953,neighbor,false,0.37,shared_home_location,两人的住址都位于 OSM residential W703722939；他们可能住在同一住宅或同一公寓建筑内。
REL0049376,P00881,P04468,neighbor,false,0.31,shared_home_location,两人的住址都位于 OSM residential W703722939；他们可能住在同一住宅或同一公寓建筑内。
REL0049377,P00881,P06360,neighbor,false,0.42,shared_home_location,两人的住址都位于 OSM residential W703722939；他们可能住在同一住宅或同一公寓建筑内。
REL0049378,P00882,P06364,neighbor,false,0.45,shared_home_location,两人的住址都位于 30 Tuxedo Court；他们可能住在同一住宅或同一公寓建筑内。
REL0049379,P00882,P07105,neighbor,false,0.28,shared_home_location,两人的住址都位于 30 Tuxedo Court；他们可能住在同一住宅或同一公寓建筑内。
REL0049380,P00882,P07606,neighbor,false,0.57,shared_home_location,两人的住址都位于 30 Tuxedo Court；他们可能住在同一住宅或同一公寓建筑内。
REL0049381,P00882,P08451,neighbor,false,0.39,shared_home_location,两人的住址都位于 30 Tuxedo Court；他们可能住在同一住宅或同一公寓建筑内。
REL0049382,P00883,P03437,neighbor,false,0.31,shared_home_location,两人的住址都位于 123 Bellamy Road North；他们可能住在同一住宅或同一公寓建筑内。
REL0049383,P00883,P06795,neighbor,false,0.29,shared_home_location,两人的住址都位于 123 Bellamy Road North；他们可能住在同一住宅或同一公寓建筑内。
REL0049384,P00883,P08275,neighbor,false,0.55,shared_home_location,两人的住址都位于 123 Bellamy Road North；他们可能住在同一住宅或同一公寓建筑内。
REL0049385,P00883,P08457,neighbor,false,0.36,shared_home_location,两人的住址都位于 123 Bellamy Road North；他们可能住在同一住宅或同一公寓建筑内。
REL0049386,P00887,P02531,neighbor,false,0.48,shared_home_location,两人的住址都位于 OSM residential W703776820；他们可能住在同一住宅或同一公寓建筑内。
REL0049387,P00887,P06247,neighbor,false,0.49,shared_home_location,两人的住址都位于 OSM residential W703776820；他们可能住在同一住宅或同一公寓建筑内。
REL0049388,P00889,P04194,neighbor,false,0.47,shared_home_location,两人的住址都位于 OSM residential W705529525；他们可能住在同一住宅或同一公寓建筑内。
REL0049389,P00889,P08357,neighbor,false,0.47,shared_home_location,两人的住址都位于 OSM residential W705529525；他们可能住在同一住宅或同一公寓建筑内。
REL0049390,P00889,P09939,neighbor,false,0.51,shared_home_location,两人的住址都位于 OSM residential W705529525；他们可能住在同一住宅或同一公寓建筑内。
REL0049391,P00890,P04788,neighbor,false,0.32,shared_home_location,两人的住址都位于 410 McCowan Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049392,P00890,P09225,neighbor,false,0.49,shared_home_location,两人的住址都位于 410 McCowan Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049393,P00891,P03429,neighbor,false,0.32,shared_home_location,两人的住址都位于 OSM residential W41405412；他们可能住在同一住宅或同一公寓建筑内。
REL0049394,P00891,P05663,neighbor,false,0.55,shared_home_location,两人的住址都位于 OSM residential W41405412；他们可能住在同一住宅或同一公寓建筑内。
REL0049395,P00891,P08258,neighbor,false,0.42,shared_home_location,两人的住址都位于 OSM residential W41405412；他们可能住在同一住宅或同一公寓建筑内。
REL0049396,P00892,P06944,neighbor,false,0.52,shared_home_location,两人的住址都位于 875 Kennedy Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049397,P00892,P07896,neighbor,false,0.61,shared_home_location,两人的住址都位于 875 Kennedy Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049398,P00896,P01434,neighbor,false,0.45,shared_home_location,两人的住址都位于 OSM residential W705011695；他们可能住在同一住宅或同一公寓建筑内。
REL0049399,P00896,P03059,neighbor,false,0.36,shared_home_location,两人的住址都位于 OSM residential W705011695；他们可能住在同一住宅或同一公寓建筑内。
REL0049400,P00896,P05100,neighbor,false,0.26,shared_home_location,两人的住址都位于 OSM residential W705011695；他们可能住在同一住宅或同一公寓建筑内。
REL0049401,P00896,P09992,neighbor,false,0.44,shared_home_location,两人的住址都位于 OSM residential W705011695；他们可能住在同一住宅或同一公寓建筑内。
REL0049402,P00897,P01275,neighbor,false,0.48,shared_home_location,两人的住址都位于 1095 Neilson Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049403,P00897,P02680,neighbor,false,0.25,shared_home_location,两人的住址都位于 1095 Neilson Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049404,P00897,P07752,neighbor,false,0.30,shared_home_location,两人的住址都位于 1095 Neilson Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049405,P00897,P09594,neighbor,false,0.49,shared_home_location,两人的住址都位于 1095 Neilson Road；他们可能住在同一住宅或同一公寓建筑内。
REL0049406,P00898,P02624,neighbor,false,0.32,shared_home_location,两人的住址都位于 88 Times Avenue；他们可能住在同一住宅或同一公寓建筑内。
REL0049407,P00898,P08120,neighbor,false,0.56,shared_home_location,两人的住址都位于 88 Times Avenue；他们可能住在同一住宅或同一公寓建筑内。
REL0049408,P00898,P08504,neighbor,false,0.27,shared_home_location,两人的住址都位于 88 Times Avenue；他们可能住在同一住宅或同一公寓建筑内。
REL0049409,P00902,P01168,neighbor,false,0.38,shared_home_location,两人的住址都位于 3110 Sheppard Avenue East；他们可能住在同一住宅或同一公寓建筑内。
REL0049410,P00902,P04867,neighbor,false,0.28,shared_home_location,两人的住址都位于 3110 Sheppard Avenue East；他们可能住在同一住宅或同一公寓建筑内。
REL0049411,P00902,P08035,neighbor,false,0.36,shared_home_location,两人的住址都位于 3110 Sheppard Avenue East；他们可能住在同一住宅或同一公寓建筑内。
REL0049412,P00905,P04151,neighbor,false,0.55,shared_home_location,两人的住址都位于 OSM residential W31757883；他们可能住在同一住宅或同一公寓建筑内。
REL0049413,P00905,P05165,neighbor,false,0.53,shared_home_location,两人的住址都位于 OSM residential W31757883；他们可能住在同一住宅或同一公寓建筑内。
REL0049414,P00905,P06124,neighbor,false,0.34,shared_home_location,两人的住址都位于 OSM residential W31757883；他们可能住在同一住宅或同一公寓建筑内。
REL0049415,P00905,P07727,neighbor,false,0.46,shared_home_location,两人的住址都位于 OSM residential W31757883；他们可能住在同一住宅或同一公寓建筑内。
REL0049416,P00906,P01756,neighbor,false,0.29,shared_home_location,两人的住址都位于 OSM residential W705010176；他们可能住在同一住宅或同一公寓建筑内。
REL0049417,P00906,P03316,neighbor,false,0.46,shared_home_location,两人的住址都位于 OSM residential W705010176；他们可能住在同一住宅或同一公寓建筑内。
REL0049418,P00906,P03542,neighbor,false,0.55,shared_home_location,两人的住址都位于 OSM residential W705010176；他们可能住在同一住宅或同一公寓建筑内。
REL0049419,P00906,P09188,neighbor,false,0.50,shared_home_location,两人的住址都位于 OSM residential W705010176；他们可能住在同一住宅或同一公寓建筑内。
REL0049420,P00907,P02529,neighbor,false,0.51,shared_home_location,两人的住址都位于 OSM residential W705529515；他们可能住在同一住宅或同一公寓建筑内。
REL0049421,P00907,P06403,neighbor,false,0.44,shared_home_location,两人的住址都位于 OSM residential W705529515；他们可能住在同一住宅或同一公寓建筑内。
REL0049422,P00907,P07546,neighbor,false,0.29,shared_home_location,两人的住址都位于 OSM residential W705529515；他们可能住在同一住宅或同一公寓建筑内。
